OG0004835.2	OG0000692.0	OG0004617.12	OG0004338.2	OG0000027.1	OG0004464.0	OG0000107.44	OG0000038.0	OG0009883.5
-2.9948156241402772	-2.4908615842822894	-1.5950968778548693	-2.286304185156641	-1.542458237592193	-0.9905094970525475	-1.6481455608676208	-1.8016315768974807	-2.7312063248775216
OG0000923.0	OG0004895.0	OG0004966.0	OG0000142.14	OG0003012.0	OG0018990.0	OG0000039.0	OG0005115.3	OG0000007.3
-1.6228207102633614	-2.0673340518542216	-1.9768156307517366	-1.5525794954095031	-1.6223764623642731	-1.9121298670589428	-1.3222888137393203	-2.0730896932471135	-1.4564051357473986
OG0004048.0	OG0007262.0	OG0005872.0	OG0000429.0	OG0000307.20	OG0003568.0	OG0000032.252	OG0000119.0	OG0005095.4
-2.306145097646435	-2.66703433741404	-3.8140066299300344	-1.886299500835272	-1.1504009888485485	-1.656535323845471	-1.542458237592193	-2.414268267034073	-2.5773364083449786
OG0005011.0	OG0006825.0	OG0000132.40	OG0000045.0	OG0011167.0	OG0000486.2	OG0002765.0	OG0000090.24	OG0000276.1
-2.346664773208869	-1.819088336631431	-1.6201572725083175	-1.3462979086065388	-3.8587241744587377	-1.8349563505169555	-1.5236701622428623	-1.3778192957794075	-1.7670936989931694
OG0000334.9	OG0003623.8	OG0005872.0	OG0000039.0	OG0007722.2	OG0008341.0	OG0000074.152	OG0000043.242	OG0006417.0
-2.089267338097087	-1.9556758311877986	-3.8140066299300344	-1.3222888137393203	-2.23854450717728	-1.3729535406075914	-1.6375581658743559	-1.1639142882975944	-2.5319902259071676
OG0001618.1	OG0003168.0	OG0000710.0	OG0000060.0	OG0000032.252	OG0003833.22	OG0000350.8	OG0008092.0	OG0005465.0
-1.3176064889372687	-1.5530027593236113	-1.9825056205407274	-1.3061450976464348	-1.542458237592193	-2.343732465205711	-1.4568010998066674	-1.2740407654908124	-2.11966711132536
OG0000575.28	OG0000923.0	OG0000176.0	OG0008238.2	OG0000007.976	OG0003278.0	OG0005214.0	OG0000009.1514	OG0005095.4
-1.9850734557618972	-1.6228207102633614	-1.873555700275309	-2.072482753801524	-1.3154505308161575	-1.742506552123844	-2.061300186760664	-3.2467377807321434	-2.5773364083449786
OG0004765.12	OG0000710.0	OG0004957.0	OG0000010.475	OG0000187.1	OG0000105.0	OG0005097.2	OG0007715.0	OG0003819.2
-1.88496675705376	-1.9825056205407274	-3.016249351645075	-1.5407782431771522	-1.5274082542630671	-1.6148451031156563	-2.6197138438769216	-3.3023685001688015	-2.8614476248473513
OG0003403.0	OG0005239.0	OG0000045.0	OG0007746.4	OG0000435.0	OG0000187.1	OG0000116.0	OG0009774.0	OG0004455.4
-2.1880358246898064	-2.941752783145337	-1.3462979086065388	-2.695255342281369	-2.039784866105864	-1.5274082542630671	-1.732164607902385	-1.7173822785186517	-2.8900377466011817
OG0000054.0	OG0011421.0	OG0000228.54	OG0004479.1	OG0000116.0	OG0000090.24	OG0003696.0	OG0003049.0
-1.5576668766702486	-2.0174170530774096	-1.3025820060825506	-2.49817873457909	-1.732164607902385	-1.3778192957794075	-2.1231196628370834	-2.0165411884096764
OG0000112.0	OG0002284.0	OG0003625.28	OG0007126.0	OG0000056.0	OG0000047.282	OG0003760.0	OG0006151.2	OG0000105.0
-1.2012443860853812	-1.690590950759881	-2.300448367476911	-3.1635910677202617	-1.357714316940423	-2.4104282460262545	-1.347949534477697	-3.089267338097087	-1.6148451031156563
OG0002284.0	OG0000334.9	OG0000486.2	OG0003204.0	OG0010780.2	OG0000006.561	OG0006906.0	OG0005142.2	OG0000127.0
-1.690590950759881	-2.089267338097087	-1.8349563505169555	-3.0721793798037935	-2.279283757478869	-1.4663369871769107	-1.3866569469961776	-2.199586687361243	-1.4623560380701153
OG0004061.2	OG0000142.14	OG0005828.2	OG0009805.10	OG0000011.1	OG0000074.152	OG0000007.585	OG0003463.6	OG0009790.2
-1.8344417455388262	-1.5525794954095031	-2.392894616241506	-3.3032939207483114	-1.347949534477697	-1.6375581658743559	-1.347215245091244	-2.0017322736212373	-1.8028894852873039
OG0000142.14	OG0000047.282	OG0007961.0	OG0006572.0	OG0000002.1788	OG0004933.6	OG0000015.773	OG0003800.0	OG0004455.4
-1.5525794954095031	-2.4104282460262545	-1.6519942592184016	-2.9885043611621707	-1.3932735249871873	-2.5332423842738288	-0.9905094970525475	-1.8507406345003772	-2.8900377466011817
OG0000027.457	OG0009117.4	OG0005660.0	OG0000239.0	OG0003204.0	OG0000074.152	OG0005073.0	OG0000102.0
-2.107803289534515	-2.335699214659963	-2.5088139035410735	-1.7107557148433576	-3.0721793798037935	-1.6375581658743559	-1.8635460907313492	-1.5153978056277968
OG0000310.18	OG0000027.457	OG0003068.0	OG0000486.2	OG0005137.0	OG0002765.0	OG0000102.0	OG0007402.0
-1.6157291074575852	-2.107803289534515	-2.4719288354212647	-1.8349563505169555	-1.923304098169617	-1.5236701622428623	-1.5153978056277968	-2.134793803412827
OG0000054.0	OG0000010.64	OG0000192.0	OG0000121.128	OG0003588.2	OG0009890.0	OG0013899.0	OG0004840.3	OG0003914.5
-1.5576668766702486	-1.4568010998066674	-1.5657587667480637	-2.13384372432621	-1.7485535684414182	-3.8463243502027624	-3.3682531104378755	-2.380821783940931	-2.5403585500713883
OG0007790.0	OG0000142.14	OG0000228.54	OG0006837.2	OG0003701.0	OG0001785.1	OG0007985.0	OG0000013.2	OG0000127.0
-2.537005393324501	-1.5525794954095031	-1.3025820060825506	-2.0800879113226918	-1.9241251330248723	-1.7846320277965204	-1.8630211880364962	-1.2726458463191588	-1.4623560380701153
OG0004452.2	OG0000923.0	OG0011294.4	OG0004249.0	OG0000032.252	OG0000187.1	OG0006414.0	OG0008989.0	OG0000015.1
-1.8411459704833824	-1.6228207102633614	-3.5375916334443853	-1.6743833251783957	-1.542458237592193	-1.5274082542630671	-2.1975999598851605	-3.434402824145775	-1.0081017984969645
OG0000012.918	OG0004029.0	OG0007753.0	OG0000196.0	OG0009843.10	OG0006082.0	OG0004933.6	OG0000435.0	OG0000075.0
-1.4031602455622152	-1.991082905263947	-2.5071726120774884	-1.1752728727678972	-2.24913627678066	-1.5674681212618837	-2.5332423842738288	-2.039784866105864	-1.5942254220501242
OG0000177.8	OG0005775.26	OG0000099.0	OG0006790.0	OG0007175.0	OG0005099.0	OG0000435.0	OG0005543.0	OG0000001.1420
-2.107803289534515	-2.1720184273524383	-1.190667880226499	-2.077041035763828	-1.9436939396681234	-2.8287931725818574	-2.039784866105864	-1.1989241408325426	-1.3147325934831586
OG0004981.2	OG0000018.842	OG0006233.0	OG0002765.0	OG0000200.0	OG0011177.0	OG0000001.1420	OG0000102.0	OG0005490.6
-2.1584293626044833	-1.4707287562940685	-3.043348544428939	-1.5236701622428623	-1.6481455608676208	-2.4679324477109694	-1.3147325934831586	-1.5153978056277968	-3.349382474621595
OG0005093.2	OG0000349.0	OG0006135.0	OG0001557.1	OG0003914.5	OG0006816.6	OG0000013.2	OG0000007.3
-2.0522964439469233	-2.286304185156641	-1.8006260392781792	-1.6615470596449509	-2.5403585500713883	-2.037413961643117	-1.2726458463191588	-1.4564051357473986
OG0000112.0	OG0000009.921	OG0006800.0	OG0001981.2	OG0004376.0	OG0000121.128	OG0006703.0	OG0005917.0	OG0000007.3
-1.2012443860853812	-1.4908615842822894	-1.6864058534276087	-3.36602018158957	-2.637558165874356	-2.13384372432621	-2.108736368174924	-2.629054587423364	-1.4564051357473986
OG0000486.2	OG0005229.4	OG0007852.0	OG0013641.2	OG0004733.0	OG0000035.64	OG0000350.8	OG0005105.0	OG0000013.2
-1.8349563505169555	-2.229044129208878	-0.7863727614880525	-2.4196615258042913	-2.305431774991167	-1.6321816563938067	-1.4568010998066674	-2.0603972796439565	-1.2726458463191588
OG0005700.0	OG0000142.14	OG0003012.0	OG0000010.475	OG0000074.152	OG0003732.8	OG0000119.0	OG0012092.2	OG0004455.4
-1.8698598646635514	-1.5525794954095031	-1.6223764623642731	-1.5407782431771522	-1.6375581658743559	-3.1791879227712805	-2.414268267034073	-1.6425042967747658	-2.8900377466011817
OG0006640.0	OG0003229.0	OG0000010.64	OG0000018.289	OG0000139.0	OG0010710.2	OG0000435.0	OG0004239.0	OG0004848.14
-2.0017322736212373	-3.4863273498680676	-1.4568010998066674	-1.58337640836713	-1.5587290095614008	-3.455771819213572	-2.039784866105864	-3.1253210507925444	-3.368104140946196
OG0014610.2	OG0000010.64	OG0001922.12	OG0000056.0	OG0000245.24	OG0005871.0	OG0006135.0	OG0000200.0	OG0006380.6
-2.632628934351471	-1.4568010998066674	-2.321206927643708	-1.357714316940423	-1.367731784500487	-3.436666120500568	-1.8006260392781792	-1.6481455608676208	-1.8588288275392588
OG0005613.0	OG0009979.2	OG0006016.4	OG0004599.4	OG0005871.0	OG0000010.475	OG0001557.1	OG0000116.0	OG0000090.24
-2.3147325934831584	-2.837532132384696	-2.1475216763576133	-2.402778731599688	-3.436666120500568	-1.5407782431771522	-1.6615470596449509	-1.732164607902385	-1.3778192957794075
OG0000923.0	OG0000177.8	OG0000056.0	OG0013462.4	OG0003731.0	OG0006389.4	OG0003852.0	OG0000007.3	OG0003819.2
-1.6228207102633614	-2.107803289534515	-1.357714316940423	-4.4872977725779	-2.3481331652347563	-1.8119789485830515	-1.5094298695537987	-1.4564051357473986	-2.8614476248473513
OG0003980.9	OG0004452.2	OG0008741.10	OG0000142.14	OG0000056.0	OG0000307.20	OG0000071.0	OG0006085.0	OG0005105.0
-2.068241312155092	-1.8411459704833824	-3.119040261417219	-1.5525794954095031	-1.357714316940423	-1.1504009888485485	-1.5006260549978325	-1.458386043707783	-2.0603972796439565
OG0000018.842	OG0003508.0	OG0006605.0	OG0000307.20	OG0003245.24	OG0000026.45	OG0005095.4	OG0004977.0	OG0000015.1
-1.4707287562940685	-2.0291463456595165	-1.6926880609358124	-1.1504009888485485	-1.9301603749313658	-1.1872142911325638	-2.5773364083449786	-1.8316146945852478	-1.0081017984969645
OG0012935.0	OG0000027.457	OG0005239.0	OG0002744.1	OG0000142.14	OG0000228.54	OG0005827.2	OG0003198.2	OG0000075.0
-2.4001109550407413	-2.107803289534515	-2.941752783145337	-3.4670547260805233	-1.5525794954095031	-1.3025820060825506	-1.9997114898418764	-2.0555912954672277	-1.5942254220501242
OG0000012.918	OG0004678.12	OG0004113.4	OG0007739.4	OG0000099.0	OG0000228.54	OG0005663.12	OG0000349.0	OG0013463.1
-1.4031602455622152	-2.3408061050930518	-2.1491205849119286	-4.82398367300962	-1.190667880226499	-1.3025820060825506	-2.9061694283648647	-2.286304185156641	-2.39744810252834
OG0000018.842	OG0004966.0	OG0000099.0	OG0000446.108	OG0000047.282	OG0004831.2	OG0004479.1	OG0009114.2	OG0000013.2
-1.4707287562940685	-1.9768156307517366	-1.190667880226499	-1.8484009177306033	-2.4104282460262545	-3.4063689522289753	-2.49817873457909	-3.846013122709184	-1.2726458463191588
OG0001776.0	OG0000099.0	OG0005329.1	OG0006790.0	OG0000429.0	OG0000435.0	OG0006414.0	OG0000011.866	OG0011434.0
-2.0121698234627274	-1.190667880226499	-1.6319580694052322	-2.077041035763828	-1.886299500835272	-2.039784866105864	-2.1975999598851605	-1.3733272473940066	-2.4675334171342618
OG0005028.2	OG0005011.0	OG0004054.20	OG0000142.14	OG0000269.0	OG0000710.0	OG0003695.0	OG0000026.45	OG0014586.0
-2.151362038095294	-2.346664773208869	-2.9428616956064584	-1.5525794954095031	-2.168771306825942	-1.9825056205407274	-2.745164117214237	-1.1872142911325638	-2.0522964439469233
OG0003584.16	OG0011672.4	OG0000196.0	OG0000056.0	OG0001557.1	OG0006414.0	OG0006380.6	OG0005490.6	OG0000015.1
-1.9953907467474106	-2.6263796267542627	-1.1752728727678972	-1.357714316940423	-1.6615470596449509	-2.1975999598851605	-1.8588288275392588	-3.349382474621595	-1.0081017984969645
OG0000923.0	OG0009798.0	OG0004976.2	OG0012130.2	OG0000060.0	OG0003897.10	OG0000026.45	OG0007546.0	OG0000350.8
-1.6228207102633614	-2.096653165017793	-3.1610079067062595	-3.217591435072627	-1.3061450976464348	-1.8018830708475446	-1.1872142911325638	-2.1294182759454148	-1.4568010998066674
OG0002284.0	OG0011908.0	OG0000009.921	OG0004061.2	OG0003623.8	OG0000139.0	OG0000121.128	OG0004757.2	OG0000116.0
-1.690590950759881	-2.9083340124781873	-1.4908615842822894	-1.8344417455388262	-1.9556758311877986	-1.5587290095614008	-2.13384372432621	-1.7034544918048826	-1.732164607902385
OG0000575.28	OG0009928.2	OG0003319.0	OG0000710.0	OG0012659.0	OG0000011.1	OG0003731.0	OG0007485.0	OG0000007.3
-1.9850734557618972	-1.4494932990471394	-2.4675334171342618	-1.9825056205407274	-2.9489759969755336	-1.347949534477697	-2.3481331652347563	-1.4538340149720796	-1.4564051357473986
OG0005613.0	OG0002858.1	OG0000177.8	OG0005841.2	OG0003743.36	OG0000710.0	OG0000007.585	OG0000011.866	OG0005356.0
-2.3147325934831584	-2.49817873457909	-2.107803289534515	-2.3122226226036955	-2.645209350768929	-1.9825056205407274	-1.347215245091244	-1.3733272473940066	-1.8619719552332388
OG0000132.40	OG0000486.2	OG0004640.26	OG0007175.0	OG0000139.0	OG0010749.0	OG0003897.10	OG0000001.1420	OG0005827.2
-1.6201572725083175	-1.8349563505169555	-1.1093587560365563	-1.9436939396681234	-1.5587290095614008	-3.0709665213541433	-1.8018830708475446	-1.3147325934831586	-1.9997114898418764
OG0000923.0	OG0004106.0	OG0000056.0	OG0000000.3460	OG0000192.0	OG0004736.6	OG0004977.0	OG0006171.5
-1.6228207102633614	-1.9691695698467255	-1.357714316940423	-2.1694201465224596	-1.5657587667480637	-2.207894294337095	-1.8316146945852478	-1.929610672108602
OG0012217.4	OG0008970.0	OG0000429.0	OG0006135.0	OG0000011.1	OG0000100.1	OG0006833.2	OG0004840.3	OG0000442.2
-2.901310955908672	-1.7307274219549862	-1.886299500835272	-1.8006260392781792	-1.347949534477697	-1.4305089080412838	-2.192974874501356	-2.380821783940931	-1.386468347082073
OG0004966.0	OG0000269.0	OG0000239.0	OG0006776.0	OG0000047.282	OG0000018.289	OG0004499.0	OG0012126.3	OG0004977.0
-1.9768156307517366	-2.168771306825942	-1.7107557148433576	-2.033864894562046	-2.4104282460262545	-1.58337640836713	-3.1028370366411653	-2.582944140186851	-1.8316146945852478
OG0000923.0	OG0005437.0	OG0007502.0	OG0004961.2	OG0000245.24	OG0000018.289	OG0012139.2	OG0000043.242	OG0003818.6
-1.6228207102633614	-2.378569332209552	-2.8023861903089258	-2.9948156241402772	-1.367731784500487	-1.58337640836713	-2.159073566696852	-1.1639142882975944	-1.917569900054051
OG0000575.28	OG0005169.0	OG0000269.0	OG0004641.0	OG0000307.20	OG0008093.0	OG0000032.252	OG0002447.0	OG0001785.1
-1.9850734557618972	-2.5950968778548695	-2.168771306825942	-3.1284717291377766	-1.1504009888485485	-2.2688167584278	-1.542458237592193	-2.128787175742486	-1.7846320277965204
OG0012187.0	OG0000176.0	OG0005460.0	OG0006666.0	OG0000239.0	OG0001557.1	OG0000006.561	OG0006444.0	OG0005468.0
-3.143054136717567	-1.873555700275309	-2.707453812049662	-2.1162228024837937	-1.7107557148433576	-1.6615470596449509	-1.4663369871769107	-1.8791172667513478	-2.435963338133392
OG0000009.921	OG0005841.2	OG0004670.1	OG0000196.0	OG0012514.0	OG0003247.1	OG0000307.20	OG0000105.0	OG0002991.24
-1.4908615842822894	-2.3122226226036955	-2.712645914970793	-1.1752728727678972	-3.3968401400073795	-2.3857141938809536	-1.1504009888485485	-1.6148451031156563	-1.8836352433082157
OG0007208.0	OG0000027.457	OG0005989.0	OG0000139.0	OG0000435.0	OG0004571.0	OG0003463.6	OG0009033.6	OG0000127.0
-4.503077533991928	-2.107803289534515	-2.045133690098103	-1.5587290095614008	-2.039784866105864	-1.9899363166553026	-2.0017322736212373	-2.068241312155092	-1.4623560380701153
OG0004524.0	OG0004054.20	OG0000009.921	OG0000010.64	OG0000245.24	OG0004606.1	OG0004831.2	OG0001557.1	OG0007950.0
-2.278583590010193	-2.9428616956064584	-1.4908615842822894	-1.4568010998066674	-1.367731784500487	-2.149440579377228	-3.4063689522289753	-1.6615470596449509	-1.718094076102808
OG0000239.0	OG0005438.0	OG0010884.0	OG0004605.20	OG0005135.4	OG0001557.1	OG0006383.0	OG0000013.2	OG0000007.3
-1.7107557148433576	-2.4916727707196795	-3.401177473759311	-2.6099927379084407	-2.143691510282557	-1.6615470596449509	-2.559366664838473	-1.2726458463191588	-1.4564051357473986
OG0000575.28	OG0002420.1	OG0000109.0	OG0008972.0	OG0005090.0	OG0005269.0	OG0000006.561	OG0007396.3	OG0000007.3
-1.9850734557618972	-2.9601597354682094	-1.6975932054422744	-2.110292841560213	-1.9666298615394082	-2.68223286148778	-1.4663369871769107	-3.5684947069604815	-1.4564051357473986
OG0000012.918	OG0005939.0	OG0000176.0	OG0005940.0	OG0008146.0	OG0001986.24	OG0000710.0	OG0000349.0	OG0004825.0
-1.4031602455622152	-2.5937898914684347	-1.873555700275309	-2.448114896528275	-0.8512610872624748	-2.5084034055895517	-1.9825056205407274	-2.286304185156641	-1.8940537880946753
OG0004054.20	OG0000109.0	OG0005671.4	OG0003997.0	OG0000010.475	OG0000187.1	OG0005764.0	OG0000015.1
-2.9428616956064584	-1.6975932054422744	-2.0991235338421013	-2.009262921328968	-1.5407782431771522	-1.5274082542630671	-2.6241542753321765	-1.0081017984969645
OG0008991.8	OG0000010.64	OG0000196.0	OG0000056.0	OG0008927.0	OG0000307.20	OG0003821.20	OG0001608.24	OG0007546.0
-3.9253301633124624	-1.4568010998066674	-1.1752728727678972	-1.357714316940423	-2.075824085003446	-1.1504009888485485	-2.6864058534276087	-1.332425734024981	-2.1294182759454148
OG0000310.18	OG0011175.0	OG0000132.40	OG0000228.54	OG0012891.0	OG0000026.45	OG0004128.4	OG0005764.0	OG0002991.24
-1.6157291074575852	-3.372579930598799	-1.6201572725083175	-1.3025820060825506	-3.1053180261449205	-1.1872142911325638	-2.3422685431715378	-2.6241542753321765	-1.8836352433082157
OG0009117.4	OG0000009.921	OG0000269.0	OG0005879.0	OG0000349.0	OG0003997.0	OG0006700.0	OG0000200.0	OG0003370.4
-2.335699214659963	-1.4908615842822894	-2.168771306825942	-2.864596469402349	-2.286304185156641	-2.009262921328968	-2.1212354287326454	-1.6481455608676208	-1.4831779765542241
OG0003403.0	OG0003795.5	OG0005367.4	OG0000486.2	OG0004327.0	OG0000187.1	OG0000043.242	OG0012141.4	OG0000013.2
-2.1880358246898064	-2.1240627035336246	-1.9677580688625063	-1.8349563505169555	-2.7432308572386592	-1.5274082542630671	-1.1639142882975944	-3.5040592931593757	-1.2726458463191588
OG0012965.0	OG0005882.2	OG0000018.842	OG0000109.0	OG0004934.6	OG0002939.24	OG0017901.0	OG0000002.1788	OG0000043.242
-0.9683225035492398	-2.9612828924271466	-1.4707287562940685	-1.6975932054422744	-2.9126729482025246	-2.3233715117570313	-1.3057883922321096	-1.3932735249871873	-1.1639142882975944
OG0005613.0	OG0004368.1	OG0000132.40	OG0000334.9	OG0000710.0	OG0000011.1	OG0004985.3	OG0004499.0	OG0003622.40
-2.3147325934831584	-0.7269019108215087	-1.6201572725083175	-2.089267338097087	-1.9825056205407274	-1.347949534477697	-2.084976336299282	-3.1028370366411653	-3.8666995237702233
OG0000265.0	OG0005414.0	OG0000109.0	OG0005841.2	OG0012737.0	OG0000196.0	OG0004939.0	OG0000001.1420	OG0005095.4
-2.897543423349266	-2.091110253026279	-1.6975932054422744	-2.3122226226036955	-2.5462453931483027	-1.1752728727678972	-1.8820390472675834	-1.3147325934831586	-2.5773364083449786
OG0000054.0	OG0006986.0	OG0004245.1	OG0000228.54	OG0004238.6	OG0006118.4	OG0007456.5	OG0000071.0	OG0000187.1
-1.5576668766702486	-2.5916142085935863	-2.67116353577046	-1.3025820060825506	-2.6241542753321765	-2.334243417320602	-1.6574452545226799	-1.5006260549978325	-1.5274082542630671
OG0005613.0	OG0000265.0	OG0004670.1	OG0000710.0	OG0006891.4	OG0000002.1788	OG0004808.0	OG0000090.24	OG0002991.24
-2.3147325934831584	-2.897543423349266	-2.712645914970793	-1.9825056205407274	-2.4977712511585333	-1.3932735249871873	-2.2716005413289375	-1.3778192957794075	-1.8836352433082157
OG0009008.0	OG0005841.2	OG0000334.9	OG0005663.12	OG0003381.2	OG0000486.2	OG0007264.0	OG0000026.45	OG0000119.0
-2.781900825629855	-2.3122226226036955	-2.089267338097087	-2.9061694283648647	-1.5491978471201813	-1.8349563505169555	-2.5786285669991056	-1.1872142911325638	-2.414268267034073
OG0007615.6	OG0004813.0	OG0004054.20	OG0000007.976	OG0005871.0	OG0000169.16	OG0000200.0	OG0000035.64	OG0012093.2
-2.5403585500713883	-2.0531942938094603	-2.9428616956064584	-1.3154505308161575	-3.436666120500568	-1.6402539530945293	-1.6481455608676208	-1.6321816563938067	-2.99596609871551
OG0000575.28	OG0013621.0	OG0004961.2	OG0000132.40	OG0011372.0	OG0004723.0	OG0000435.0	OG0006383.0	OG0000013.2
-1.9850734557618972	-1.5572422423652288	-2.9948156241402772	-1.6201572725083175	-2.427013346937462	-2.4847921809641793	-2.039784866105864	-2.559366664838473	-1.2726458463191588
OG0000112.0	OG0004225.4	OG0011586.0	OG0000307.20	OG0006631.0	OG0003278.0	OG0005817.0	OG0000013.2	OG0000007.3
-1.2012443860853812	-1.7998723457263979	-3.1015981400078068	-1.1504009888485485	-1.6488239972971885	-1.742506552123844	-2.0165411884096764	-1.2726458463191588	-1.4564051357473986
OG0000142.14	OG0006589.0	OG0006474.4	OG0000001.425	OG0000200.0	OG0003329.0	OG0004243.8	OG0000013.2	OG0003726.9
-1.5525794954095031	-2.25773503295987	-1.989649811830433	-1.2827897009804041	-1.6481455608676208	-2.103456884144101	-3.7193761974157025	-1.2726458463191588	-3.505697044545254
OG0005363.0	OG0000245.24	OG0004599.4	OG0005871.0	OG0002939.24	OG0000002.1788	OG0000007.585	OG0000442.2
